,portfolio,alpha,VaR,CVaR
0,equal_weight,0.95,0.008281929141251504,0.010553372317697058
1,equal_weight,0.99,0.012048475974842723,0.013848808043169911
2,sector_equal,0.95,0.008281929141251504,0.010553372317697058
3,sector_equal,0.99,0.012048475974842723,0.013848808043169911
