,portfolio,ann_vol,VaR_95,CVaR_95
0,equal_weight,0.08479423634326856,0.008128612715818275,0.01050932233867811
1,sector_equal,0.08479423634326856,0.008128612715818275,0.01050932233867811
2,mean_variance,0.08456214255395565,0.007926377416220194,0.010458625124651481
3,min_cvar,0.08464175086511881,0.008019503598136054,0.010475731712873066
